ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	Count	geneSymbols	geneID	RichFactor	FoldEnrichment	zScore
BP	GO:0015671	oxygen transport	7/256	17/14453	8.42566618251156e-09	1.50819424666957e-06	1.37471395609399e-06	7	MtLb2|MtLb6|MtLb1/MtLb4|MtLb1|MtLb2/MtLb1|MtLb7/MtLb6|MtLb8/MtLb5/MtLb7|MtLb10/MtLb10|MtLb2	MtrunA17_Chr5g0427351/MtrunA17_Chr1g0148751/MtrunA17_Chr5g0435611/MtrunA17_Chr5g0435621/MtrunA17_Chr5g0417631/MtrunA17_Chr5g0435981/MtrunA17_Chr1g0170851	0.411764705882353	23.2470128676471	12.3241903630781
BP	GO:0006278	RNA-templated DNA biosynthetic process	14/256	122/14453	3.26962574969732e-08	2.9263150459791e-06	2.66732626948992e-06	14	MtrunA17Chr2g0295981/MtrunA17Chr6g0450501/MtrunA17Chr6g0476561/MtrunA17Chr3g0132221/MtrunA17Chr4g0029891/MtrunA17Chr2g0333651/MtrunA17Chr7g0231281/MtrunA17Chr4g0027911/MtrunA17Chr7g0231251/MtrunA17Chr3g0099521/MtrunA17Chr1g0168141/MtrunA17Chr1g0179291/MtrunA17Chr6g0475051/MtrunA17Chr5g0415141	MtrunA17_Chr2g0295981/MtrunA17_Chr6g0450501/MtrunA17_Chr6g0476561/MtrunA17_Chr3g0132221/MtrunA17_Chr4g0029891/MtrunA17_Chr2g0333651/MtrunA17_Chr7g0231281/MtrunA17_Chr4g0027911/MtrunA17_Chr7g0231251/MtrunA17_Chr3g0099521/MtrunA17_Chr1g0168141/MtrunA17_Chr1g0179291/MtrunA17_Chr6g0475051/MtrunA17_Chr5g0415141	0.114754098360656	6.47867571721312	8.16023997457551
MF	GO:0005344	oxygen carrier activity	7/519	17/17556	2.84984779979752e-07	4.65840317325024e-05	4.54478358365877e-05	7	MtLb2|MtLb6|MtLb1/MtLb4|MtLb1|MtLb2/MtLb1|MtLb7/MtLb6|MtLb8/MtLb5/MtLb7|MtLb10/MtLb10|MtLb2	MtrunA17_Chr5g0427351/MtrunA17_Chr1g0148751/MtrunA17_Chr5g0435611/MtrunA17_Chr5g0435621/MtrunA17_Chr5g0417631/MtrunA17_Chr5g0435981/MtrunA17_Chr1g0170851	0.411764705882353	13.9285957157429	9.30809775810903
MF	GO:0019825	oxygen binding	7/519	18/17556	4.54478358365877e-07	4.65840317325024e-05	4.54478358365877e-05	7	MtLb2|MtLb6|MtLb1/MtLb4|MtLb1|MtLb2/MtLb1|MtLb7/MtLb6|MtLb8/MtLb5/MtLb7|MtLb10/MtLb10|MtLb2	MtrunA17_Chr5g0427351/MtrunA17_Chr1g0148751/MtrunA17_Chr5g0435611/MtrunA17_Chr5g0435621/MtrunA17_Chr5g0417631/MtrunA17_Chr5g0435981/MtrunA17_Chr1g0170851	0.388888888888889	13.1547848426461	9.00494427033105
MF	GO:0003964	RNA-directed DNA polymerase activity	14/519	122/17556	1.50075207254774e-05	0.00102551391624096	0.00100050138169849	14	MtrunA17Chr2g0295981/MtrunA17Chr6g0450501/MtrunA17Chr6g0476561/MtrunA17Chr3g0132221/MtrunA17Chr4g0029891/MtrunA17Chr2g0333651/MtrunA17Chr7g0231281/MtrunA17Chr4g0027911/MtrunA17Chr7g0231251/MtrunA17Chr3g0099521/MtrunA17Chr1g0168141/MtrunA17Chr1g0179291/MtrunA17Chr6g0475051/MtrunA17Chr5g0415141	MtrunA17_Chr2g0295981/MtrunA17_Chr6g0450501/MtrunA17_Chr6g0476561/MtrunA17_Chr3g0132221/MtrunA17_Chr4g0029891/MtrunA17_Chr2g0333651/MtrunA17_Chr7g0231281/MtrunA17_Chr4g0027911/MtrunA17_Chr7g0231251/MtrunA17_Chr3g0099521/MtrunA17_Chr1g0168141/MtrunA17_Chr1g0179291/MtrunA17_Chr6g0475051/MtrunA17_Chr5g0415141	0.114754098360656	3.88173978963328	5.57472812071207
BP	GO:0015074	DNA integration	8/256	71/14453	3.52486957648129e-05	0.00210317218063384	0.00191703433106877	8	MtrunA17Chr6g0476561/MtrunA17Chr4g0022231/MtrunA17Chr3g0102931/MtrunA17Chr2g0306441/MtrunA17Chr6g0474221/MtrunA17Chr4g0004391/MtrunA17Chr4g0027911/MtrunA17Chr6g0475051	MtrunA17_Chr6g0476561/MtrunA17_Chr4g0022231/MtrunA17_Chr3g0102931/MtrunA17_Chr2g0306441/MtrunA17_Chr6g0474221/MtrunA17_Chr4g0004391/MtrunA17_Chr4g0027911/MtrunA17_Chr6g0475051	0.112676056338028	6.36135563380282	6.08106738972438
MF	GO:0004523	RNA-DNA hybrid ribonuclease activity	12/519	115/17556	0.000152667112076855	0.00782418949393882	0.00763335560384275	12	MtrunA17Chr2g0295981/MtrunA17Chr4g0059731/MtrunA17Chr3g0132221/MtrunA17Chr4g0022231/MtrunA17Chr4g0005771/MtrunA17Chr2g0306441/MtrunA17Chr1g0180641/MtrunA17Chr4g0027911/MtrunA17Chr7g0231251/MtrunA17Chr1g0166861/MtrunA17Chr6g0450371/MtrunA17Chr6g0475051	MtrunA17_Chr2g0295981/MtrunA17_Chr4g0059731/MtrunA17_Chr3g0132221/MtrunA17_Chr4g0022231/MtrunA17_Chr4g0005771/MtrunA17_Chr2g0306441/MtrunA17_Chr1g0180641/MtrunA17_Chr4g0027911/MtrunA17_Chr7g0231251/MtrunA17_Chr1g0166861/MtrunA17_Chr6g0450371/MtrunA17_Chr6g0475051	0.104347826086957	3.52973108821312	4.7503446628076
CC	GO:0031012	extracellular matrix	3/181	9/11396	0.000308519308663216	0.0132663302725183	0.0129902866805565	3	MtrunA17Chr5g0414771/MtrunA17Chr5g0414661/MtrunA17Chr7g0246461	MtrunA17_Chr5g0414771/MtrunA17_Chr5g0414661/MtrunA17_Chr7g0246461	0.333333333333333	20.9871086556169	7.62014755565714
BP	GO:0009686	gibberellin biosynthetic process	3/256	12/14453	0.00107339797346475	0.0480345593125477	0.0437833383913254	3	MtrunA17Chr8g0370481/MtrunA17Chr6g0471761/MtGA20ox5	MtrunA17_Chr8g0370481/MtrunA17_Chr6g0471761/MtrunA17_Chr3g0130391	0.25	14.1142578125	6.102690907916
BP	GO:0034755	iron ion transmembrane transport	3/256	14/14453	0.00173001844379379	0.0619346602878176	0.0564532334290605	3	MtrunA17Chr4g0050831/MtFPN3/MtrunA17Chr6g0479471	MtrunA17_Chr4g0050831/MtrunA17_Chr4g0004881/MtrunA17_Chr6g0479471	0.214285714285714	12.0979352678571	5.5785754967158
MF	GO:0003676	nucleic acid binding	21/519	350/17556	0.00178900238767039	0.0733490978944861	0.0715600955068157	21	MtrunA17Chr6g0476561/MtrunA17Chr4g0059731/MtrunA17Chr3g0132221/MtrunA17Chr4g0022231/MtrunA17Chr4g0029891/MtrunA17Chr4g0005771/MtrunA17Chr3g0102931/MtrunA17Chr2g0306441/MtrunA17Chr7g0268301/MtrunA17Chr6g0474221/MtrunA17Chr4g0004391/MtrunA17Chr7g0246091/MtrunA17Chr1g0180641/MtrunA17Chr2g0314641/MtrunA17Chr4g0027911/MtrunA17Chr5g0424941/MtrunA17Chr7g0231251/MtrunA17Chr1g0166861/MtrunA17Chr6g0450371/MtrunA17Chr6g0475051/MtrunA17Chr1g0192551	MtrunA17_Chr6g0476561/MtrunA17_Chr4g0059731/MtrunA17_Chr3g0132221/MtrunA17_Chr4g0022231/MtrunA17_Chr4g0029891/MtrunA17_Chr4g0005771/MtrunA17_Chr3g0102931/MtrunA17_Chr2g0306441/MtrunA17_Chr7g0268301/MtrunA17_Chr6g0474221/MtrunA17_Chr4g0004391/MtrunA17_Chr7g0246091/MtrunA17_Chr1g0180641/MtrunA17_Chr2g0314641/MtrunA17_Chr4g0027911/MtrunA17_Chr5g0424941/MtrunA17_Chr7g0231251/MtrunA17_Chr1g0166861/MtrunA17_Chr6g0450371/MtrunA17_Chr6g0475051/MtrunA17_Chr1g0192551	0.06	2.02959537572254	3.39584751205164
BP	GO:0019676	ammonia assimilation cycle	2/256	5/14453	0.00301688865506562	0.0900038448761244	0.0820382002693283	2	MtrunA17Chr1g0157851/MtrunA17Chr4g0032371	MtrunA17_Chr1g0157851/MtrunA17_Chr4g0032371	0.4	22.5828125	6.4814897930631
BP	GO:0006820	monoatomic anion transport	2/256	6/14453	0.00447253439294093	0.114369093762347	0.10424704224148	2	MtrunA17Chr3g0136211/MtrunA17Chr8g0369461	MtrunA17_Chr3g0136211/MtrunA17_Chr8g0369461	0.333333333333333	18.8190104166667	5.86213800734626
BP	GO:0050982	detection of mechanical stimulus	2/256	7/14453	0.00618859834733957	0.123084344908198	0.112190964191536	2	MtrunA17Chr3g0136211/MtrunA17Chr8g0369461	MtrunA17_Chr3g0136211/MtrunA17_Chr8g0369461	0.285714285714286	16.1305803571429	5.37670821985506
BP	GO:0090304	nucleic acid metabolic process	2/256	7/14453	0.00618859834733957	0.123084344908198	0.112190964191536	2	MtrunA17Chr7g0272001/MtrunA17Chr6g0475041	MtrunA17_Chr7g0272001/MtrunA17_Chr6g0475041	0.285714285714286	16.1305803571429	5.37670821985506
BP	GO:0006730	one-carbon metabolic process	3/256	23/14453	0.00748456538158767	0.132711756010179	0.120966316857264	3	MtrunA17Chr1g0178591/MtrunA17Chr7g0257091/MtrunA17Chr4g0069201	MtrunA17_Chr1g0178591/MtrunA17_Chr7g0257091/MtrunA17_Chr4g0069201	0.130434782608696	7.36396059782609	4.10151120614055
BP	GO:0051555	flavonol biosynthetic process	2/256	8/14453	0.00815547103973167	0.132711756010179	0.120966316857264	2	MtrunA17Chr3g0092571/MtrunA17Chr3g0092581	MtrunA17_Chr3g0092571/MtrunA17_Chr3g0092581	0.25	14.1142578125	4.98213630974961
BP	GO:0030198	extracellular matrix organization	2/256	9/14453	0.0103637994086373	0.142701545703544	0.130071976383707	2	MtrunA17Chr5g0414771/MtrunA17Chr5g0414661	MtrunA17_Chr5g0414771/MtrunA17_Chr5g0414661	0.222222222222222	12.5460069444444	4.65259229523029
BP	GO:0030574	collagen catabolic process	2/256	9/14453	0.0103637994086373	0.142701545703544	0.130071976383707	2	MtrunA17Chr5g0414771/MtrunA17Chr5g0414661	MtrunA17_Chr5g0414771/MtrunA17_Chr5g0414661	0.222222222222222	12.5460069444444	4.65259229523029
MF	GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	2/519	5/17556	0.00822051220782079	0.22973762241238	0.224134265768176	2	MtrunA17Chr3g0105311/MtrunA17Chr5g0430381	MtrunA17_Chr3g0105311/MtrunA17_Chr5g0430381	0.4	13.5306358381503	4.89096676817082
MF	GO:0102545	phosphatidyl phospholipase B activity	2/519	5/17556	0.00822051220782079	0.22973762241238	0.224134265768176	2	MtrunA17Chr2g0332581/MtrunA17Chr3g0138041	MtrunA17_Chr2g0332581/MtrunA17_Chr3g0138041	0.4	13.5306358381503	4.89096676817082
MF	GO:0005381	iron ion transmembrane transporter activity	3/519	15/17556	0.00896537063072702	0.22973762241238	0.224134265768176	3	MtrunA17Chr4g0050831/MtFPN3/MtrunA17Chr6g0479471	MtrunA17_Chr4g0050831/MtrunA17_Chr4g0004881/MtrunA17_Chr6g0479471	0.2	6.76531791907515	3.898784673356
BP	GO:0030026	intracellular manganese ion homeostasis	2/256	12/14453	0.0183477089029544	0.234588563830631	0.213826682703604	2	MtrunA17Chr4g0050831/MtrunA17Chr6g0479471	MtrunA17_Chr4g0050831/MtrunA17_Chr6g0479471	0.166666666666667	9.40950520833333	3.9133446748356
MF	GO:0004622	lysophospholipase activity	2/519	6/17556	0.0120904530681822	0.247854287897736	0.241809061363645	2	MtrunA17Chr2g0332581/MtrunA17Chr3g0138041	MtrunA17_Chr2g0332581/MtrunA17_Chr3g0138041	0.333333333333333	11.2755298651252	4.39368406189068
MF	GO:0045431	flavonol synthase activity	2/519	6/17556	0.0120904530681822	0.247854287897736	0.241809061363645	2	MtrunA17Chr3g0092571/MtrunA17Chr3g0092581	MtrunA17_Chr3g0092571/MtrunA17_Chr3g0092581	0.333333333333333	11.2755298651252	4.39368406189068
BP	GO:0043622	cortical microtubule organization	2/256	13/14453	0.0214332500598457	0.255770117380825	0.233133597142181	2	MtrunA17Chr1g0171851/MtrunA17Chr5g0436961	MtrunA17_Chr1g0171851/MtrunA17_Chr5g0436961	0.153846153846154	8.68569711538462	3.72269120191054
BP	GO:0034220	monoatomic ion transmembrane transport	3/256	35/14453	0.023686621246035	0.260256755132819	0.237223152282193	3	MtrunA17Chr3g0136211/MtDMI1/MtrunA17Chr8g0369461	MtrunA17_Chr3g0136211/MtrunA17_Chr2g0277131/MtrunA17_Chr8g0369461	0.0857142857142857	4.83917410714286	3.05354966046882
BP	GO:0006880	intracellular sequestering of iron ion	2/256	14/14453	0.0247171219958543	0.260256755132819	0.237223152282193	2	MtrunA17Chr4g0050831/MtrunA17Chr6g0479471	MtrunA17_Chr4g0050831/MtrunA17_Chr6g0479471	0.142857142857143	8.06529017857143	3.55149437404997
BP	GO:0042938	dipeptide transport	2/256	15/14453	0.0281913884205053	0.277686898217182	0.253110668766029	2	MtNPF5.11/MtNPF5.12	MtrunA17_Chr7g0261881/MtrunA17_Chr1g0166791	0.133333333333333	7.52760416666667	3.39649977136049
BP	GO:0006535	cysteine biosynthetic process from serine	2/256	16/14453	0.0318483300453283	0.277686898217182	0.253110668766029	2	MtrunA17Chr1g0205381/MtrunA17Chr3g0101841	MtrunA17_Chr1g0205381/MtrunA17_Chr3g0101841	0.125	7.05712890625	3.25517242078608
BP	GO:0007623	circadian rhythm	2/256	16/14453	0.0318483300453283	0.277686898217182	0.253110668766029	2	MtrunA17Chr3g0083841/MtrunA17Chr2g0279081	MtrunA17_Chr3g0083841/MtrunA17_Chr2g0279081	0.125	7.05712890625	3.25517242078608
BP	GO:0005992	trehalose biosynthetic process	2/256	17/14453	0.0356804394357273	0.277686898217182	0.253110668766029	2	MtrunA17Chr4g0056481/MtrunA17Chr8g0382441	MtrunA17_Chr4g0056481/MtrunA17_Chr8g0382441	0.117647058823529	6.64200367647059	3.12550398346418
BP	GO:0006259	DNA metabolic process	2/256	17/14453	0.0356804394357273	0.277686898217182	0.253110668766029	2	MtrunA17Chr8g0357531/MtrunA17Chr3g0083241	MtrunA17_Chr8g0357531/MtrunA17_Chr3g0083241	0.117647058823529	6.64200367647059	3.12550398346418
BP	GO:0042908	xenobiotic transport	2/256	17/14453	0.0356804394357273	0.277686898217182	0.253110668766029	2	MtrunA17Chr6g0476561/MtrunA17Chr3g0102931	MtrunA17_Chr6g0476561/MtrunA17_Chr3g0102931	0.117647058823529	6.64200367647059	3.12550398346418
BP	GO:0031640	killing of cells of another organism	2/256	19/14453	0.0438411609452254	0.326981992049806	0.298042980110085	2	MtPDF4/MtPDF8	MtrunA17_Chr7g0260561/MtrunA17_Chr8g0339511	0.105263157894737	5.94284539473684	2.89498384450368
CC	GO:0090575	RNA polymerase II transcription regulator complex	2/181	13/11396	0.0174422163864675	0.375007652309051	0.367204555504578	2	MtrunA17Chr1g0170571/MtrunA17Chr1g0170581	MtrunA17_Chr1g0170571/MtrunA17_Chr1g0170581	0.153846153846154	9.68635784105397	3.98086855655677
BP	GO:0031047	regulatory ncRNA-mediated gene silencing	2/256	21/14453	0.0526175419722515	0.376741600521321	0.343398694976799	2	MtrunA17Chr4g0062941/MtrunA17Chr4g0029981	MtrunA17_Chr4g0062941/MtrunA17_Chr4g0029981	0.0952380952380952	5.37686011904762	2.69522311321925
BP	GO:0016311	dephosphorylation	6/256	159/14453	0.0637556533446763	0.384707891480785	0.350659942249466	6	MtrunA17Chr8g0393271/MtrunA17Chr6g0453731/MtrunA17Chr2g0330511/MtrunA17Chr1g0193721/MtrunA17Chr4g0056481/MtrunA17Chr8g0382441	MtrunA17_Chr8g0393271/MtrunA17_Chr6g0453731/MtrunA17_Chr2g0330511/MtrunA17_Chr1g0193721/MtrunA17_Chr4g0056481/MtrunA17_Chr8g0382441	0.0377358490566038	2.13045400943396	1.92468756188988
BP	GO:0071805	potassium ion transmembrane transport	3/256	52/14453	0.0643997637749855	0.384707891480785	0.350659942249466	3	MtCNGCIa/MtrunA17Chr3g0080421/MtSKOR/GORK	MtrunA17_Chr8g0347121/MtrunA17_Chr3g0080421/MtrunA17_Chr5g0434371	0.0576923076923077	3.25713641826923	2.18951952622865
BP	GO:0071421	manganese ion transmembrane transport	2/256	27/14453	0.0821258452347504	0.384707891480785	0.350659942249466	2	MtrunA17Chr4g0050831/MtrunA17Chr6g0479471	MtrunA17_Chr4g0050831/MtrunA17_Chr6g0479471	0.0740740740740741	4.18200231481482	2.22226106518687
BP	GO:0042742	defense response to bacterium	4/256	93/14453	0.0830900109205072	0.384707891480785	0.350659942249466	4	MtrunA17Chr6g0477601/MtrunA17Chr6g0477581/MtrunA17Chr6g0477591/MtrunA17Chr1g0200031	MtrunA17_Chr6g0477601/MtrunA17_Chr6g0477581/MtrunA17_Chr6g0477591/MtrunA17_Chr1g0200031	0.0430107526881721	2.42825940860215	1.8554831547401
BP	GO:0006556	S-adenosylmethionine biosynthetic process	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtrunA17Chr4g0069201	MtrunA17_Chr4g0069201	0.2	11.29140625	3.09059093042859
BP	GO:0006654	phosphatidic acid biosynthetic process	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtPLD14	MtrunA17_Chr2g0295411	0.2	11.29140625	3.09059093042859
BP	GO:0009698	phenylpropanoid metabolic process	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtrunA17Chr3g0102021	MtrunA17_Chr3g0102021	0.2	11.29140625	3.09059093042859
BP	GO:0010133	proline catabolic process to glutamate	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtrunA17Chr4g0060261	MtrunA17_Chr4g0060261	0.2	11.29140625	3.09059093042859
BP	GO:0042138	meiotic DNA double-strand break formation	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtrunA17Chr5g0438521	MtrunA17_Chr5g0438521	0.2	11.29140625	3.09059093042859
BP	GO:0048856	anatomical structure development	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtrunA17Chr4g0026521	MtrunA17_Chr4g0026521	0.2	11.29140625	3.09059093042859
BP	GO:0055129	L-proline biosynthetic process	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtP5CS2	MtrunA17_Chr7g0239721	0.2	11.29140625	3.09059093042859
BP	GO:0071423	malate transmembrane transport	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtrunA17Chr4g0032371	MtrunA17_Chr4g0032371	0.2	11.29140625	3.09059093042859
BP	GO:0080143	regulation of amino acid export	1/256	5/14453	0.0854920636386832	0.384707891480785	0.350659942249466	1	MtrunA17Chr7g0220631	MtrunA17_Chr7g0220631	0.2	11.29140625	3.09059093042859
BP	GO:0048366	leaf development	2/256	29/14453	0.0928641807126135	0.384707891480785	0.350659942249466	2	MtrunA17Chr4g0062941/MtrunA17Chr2g0315891	MtrunA17_Chr4g0062941/MtrunA17_Chr2g0315891	0.0689655172413793	3.89358836206897	2.0944912918839
BP	GO:0009651	response to salt stress	3/256	63/14453	0.100779050256645	0.384707891480785	0.350659942249466	3	MtrunA17Chr4g0033231/MtrunA17Chr6g0475981/MtrunA17Chr4g0060261	MtrunA17_Chr4g0033231/MtrunA17_Chr6g0475981/MtrunA17_Chr4g0060261	0.0476190476190476	2.68843005952381	1.80346874878813
BP	GO:0010468	regulation of gene expression	3/256	63/14453	0.100779050256645	0.384707891480785	0.350659942249466	3	MtLBD1/MtrunA17Chr5g0401401/MtrunA17Chr4g0053911	MtrunA17_Chr1g0207471/MtrunA17_Chr5g0401401/MtrunA17_Chr4g0053911	0.0476190476190476	2.68843005952381	1.80346874878813
BP	GO:0002183	cytoplasmic translational initiation	1/256	6/14453	0.101695969487832	0.384707891480785	0.350659942249466	1	MtrunA17Chr2g0303821	MtrunA17_Chr2g0303821	0.166666666666667	9.40950520833333	2.76657788238552
BP	GO:0005983	starch catabolic process	1/256	6/14453	0.101695969487832	0.384707891480785	0.350659942249466	1	MtrunA17Chr3g0129201	MtrunA17_Chr3g0129201	0.166666666666667	9.40950520833333	2.76657788238552
BP	GO:0006996	organelle organization	1/256	6/14453	0.101695969487832	0.384707891480785	0.350659942249466	1	MtrunA17Chr1g0196571	MtrunA17_Chr1g0196571	0.166666666666667	9.40950520833333	2.76657788238552
BP	GO:0015770	sucrose transport	1/256	6/14453	0.101695969487832	0.384707891480785	0.350659942249466	1	MtSUT1.4	MtrunA17_Chr6g0462451	0.166666666666667	9.40950520833333	2.76657788238552
BP	GO:0015977	carbon fixation	1/256	6/14453	0.101695969487832	0.384707891480785	0.350659942249466	1	MtrunA17Chr2g0315891	MtrunA17_Chr2g0315891	0.166666666666667	9.40950520833333	2.76657788238552
BP	GO:0051276	chromosome organization	1/256	6/14453	0.101695969487832	0.384707891480785	0.350659942249466	1	MtrunA17Chr3g0083241	MtrunA17_Chr3g0083241	0.166666666666667	9.40950520833333	2.76657788238552
BP	GO:0009058	biosynthetic process	2/256	32/14453	0.109669775427524	0.384707891480785	0.350659942249466	2	MtrunA17Chr2g0300851/MtrunA17Chr1g0149721	MtrunA17_Chr2g0300851/MtrunA17_Chr1g0149721	0.0625	3.528564453125	1.92281276645847
BP	GO:0006370	7-methylguanosine mRNA capping	1/256	7/14453	0.117613864677914	0.384707891480785	0.350659942249466	1	MtrunA17Chr3g0126581	MtrunA17_Chr3g0126581	0.142857142857143	8.06529017857143	2.51067724318009
BP	GO:0009690	cytokinin metabolic process	1/256	7/14453	0.117613864677914	0.384707891480785	0.350659942249466	1	MtCKX6	MtrunA17_Chr3g0091141	0.142857142857143	8.06529017857143	2.51067724318009
BP	GO:0010039	response to iron ion	1/256	7/14453	0.117613864677914	0.384707891480785	0.350659942249466	1	MtrunA17Chr1g0146591	MtrunA17_Chr1g0146591	0.142857142857143	8.06529017857143	2.51067724318009
BP	GO:0015914	phospholipid transport	1/256	7/14453	0.117613864677914	0.384707891480785	0.350659942249466	1	MtrunA17Chr3g0115591	MtrunA17_Chr3g0115591	0.142857142857143	8.06529017857143	2.51067724318009
BP	GO:0045893	positive regulation of DNA-templated transcription	4/256	108/14453	0.125122895900577	0.384707891480785	0.350659942249466	4	MtrunA17Chr4g0054291/MtrunA17Chr5g0400901/MtrunA17Chr3g0141881/MtrunA17Chr2g0324891	MtrunA17_Chr4g0054291/MtrunA17_Chr5g0400901/MtrunA17_Chr3g0141881/MtrunA17_Chr2g0324891	0.037037037037037	2.09100115740741	1.52817285388247
BP	GO:0006541	glutamine metabolic process	2/256	35/14453	0.127196860828694	0.384707891480785	0.350659942249466	2	MtrunA17Chr3g0105311/MtrunA17Chr5g0430381	MtrunA17_Chr3g0105311/MtrunA17_Chr5g0430381	0.0571428571428571	3.22611607142857	1.77057767748222
BP	GO:0005986	sucrose biosynthetic process	1/256	8/14453	0.133250778054797	0.384707891480785	0.350659942249466	1	MtrunA17Chr3g0096241	MtrunA17_Chr3g0096241	0.125	7.05712890625	2.30111701997334
BP	GO:0009926	auxin polar transport	1/256	8/14453	0.133250778054797	0.384707891480785	0.350659942249466	1	MtPIN9	MtrunA17_Chr7g0249141	0.125	7.05712890625	2.30111701997334
BP	GO:0010315	auxin export across the plasma membrane	1/256	8/14453	0.133250778054797	0.384707891480785	0.350659942249466	1	MtPIN9	MtrunA17_Chr7g0249141	0.125	7.05712890625	2.30111701997334
BP	GO:0015689	molybdate ion transport	1/256	8/14453	0.133250778054797	0.384707891480785	0.350659942249466	1	MtMOT1.3	MtrunA17_Chr3g0105081	0.125	7.05712890625	2.30111701997334
BP	GO:0015798	myo-inositol transport	1/256	8/14453	0.133250778054797	0.384707891480785	0.350659942249466	1	MtrunA17Chr8g0376611	MtrunA17_Chr8g0376611	0.125	7.05712890625	2.30111701997334
BP	GO:0048316	seed development	1/256	8/14453	0.133250778054797	0.384707891480785	0.350659942249466	1	MtrunA17Chr1g0146591	MtrunA17_Chr1g0146591	0.125	7.05712890625	2.30111701997334
BP	GO:0080162	endoplasmic reticulum to cytosol auxin transport	1/256	8/14453	0.133250778054797	0.384707891480785	0.350659942249466	1	MtrunA17Chr8g0335261	MtrunA17_Chr8g0335261	0.125	7.05712890625	2.30111701997334
BP	GO:1901642	nucleoside transmembrane transport	1/256	8/14453	0.133250778054797	0.384707891480785	0.350659942249466	1	MtrunA17Chr4g0020391	MtrunA17_Chr4g0020391	0.125	7.05712890625	2.30111701997334
BP	GO:0008285	negative regulation of cell population proliferation	1/256	9/14453	0.148611650385567	0.397037095806216	0.361897970302637	1	MtrunA17Chr1g0185781	MtrunA17_Chr1g0185781	0.111111111111111	6.27300347222222	2.12481557006062
BP	GO:0010167	response to nitrate	1/256	9/14453	0.148611650385567	0.397037095806216	0.361897970302637	1	MtrunA17Chr4g0044831	MtrunA17_Chr4g0044831	0.111111111111111	6.27300347222222	2.12481557006062
BP	GO:0044237	cellular metabolic process	1/256	9/14453	0.148611650385567	0.397037095806216	0.361897970302637	1	MtrunA17Chr2g0314641	MtrunA17_Chr2g0314641	0.111111111111111	6.27300347222222	2.12481557006062
BP	GO:0072488	ammonium transmembrane transport	1/256	9/14453	0.148611650385567	0.397037095806216	0.361897970302637	1	MtrunA17Chr1g0189971	MtrunA17_Chr1g0189971	0.111111111111111	6.27300347222222	2.12481557006062
BP	GO:0120029	proton export across plasma membrane	1/256	9/14453	0.148611650385567	0.397037095806216	0.361897970302637	1	MtAHA8	MtrunA17_Chr1g0148031	0.111111111111111	6.27300347222222	2.12481557006062
MF	GO:0008381	mechanosensitive monoatomic ion channel activity	2/519	8/17556	0.0217009786806069	0.404427329956765	0.394563248738307	2	MtrunA17Chr3g0136211/MtrunA17Chr8g0369461	MtrunA17_Chr3g0136211/MtrunA17_Chr8g0369461	0.25	8.45664739884393	3.68181804504645
BP	GO:0009877	nodulation	2/256	40/14453	0.157689736163582	0.404505114886208	0.368705044442001	2	MtNOD25|MtN22/MtDMI1	MtrunA17_Chr3g0100391/MtrunA17_Chr2g0277131	0.05	2.8228515625	1.55020729095514
BP	GO:0006817	phosphate ion transport	1/256	10/14453	0.163701335895211	0.404505114886208	0.368705044442001	1	MtPT12	MtrunA17_Chr7g0261231	0.1	5.645703125	1.97336951969281
BP	GO:0030388	fructose 1,6-bisphosphate metabolic process	1/256	10/14453	0.163701335895211	0.404505114886208	0.368705044442001	1	MtrunA17Chr1g0179211	MtrunA17_Chr1g0179211	0.1	5.645703125	1.97336951969281
BP	GO:0090333	regulation of stomatal closure	1/256	10/14453	0.163701335895211	0.404505114886208	0.368705044442001	1	MtrunA17Chr3g0080421	MtrunA17_Chr3g0080421	0.1	5.645703125	1.97336951969281
BP	GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	1/256	10/14453	0.163701335895211	0.404505114886208	0.368705044442001	1	MtrunA17Chr7g0233651	MtrunA17_Chr7g0233651	0.1	5.645703125	1.97336951969281
BP	GO:1902358	sulfate transmembrane transport	2/256	42/14453	0.170242430823305	0.404505114886208	0.368705044442001	2	MtSULTR2.2/MtSULTR3.5	MtrunA17_Chr5g0425241/MtrunA17_Chr6g0485191	0.0476190476190476	2.68843005952381	1.47145277869892
BP	GO:0016125	sterol metabolic process	2/256	43/14453	0.17658036440533	0.404505114886208	0.368705044442001	2	MtCYP707A107/MtCYP729A5	MtrunA17_Chr4g0044851/MtrunA17_Chr3g0089351	0.0465116279069768	2.62590843023256	1.43378485345236
